time_s,controller_state,reason,robot_state_age_s,command_sent,measured_x_T_S_m,measured_y_T_S_m,measured_z_T_S_m,desired_x_T_S_m,desired_y_T_S_m,desired_z_T_S_m,error_x_m,error_y_m,error_z_m,position_error_m,orientation_error_deg
7.706230616,READY,waiting_for_consecutive_valid_measurements,0.003672366,1,0.000000000,-0.000000022,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000022,0.000000010,0.000000024,0.000004570
7.716284801,READY,waiting_for_consecutive_valid_measurements,0.000065302,1,0.000000000,-0.000000022,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000022,0.000000010,0.000000024,0.000004570
7.726251125,READY,waiting_for_consecutive_valid_measurements,0.004629342,1,0.000000000,-0.000000022,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000022,0.000000010,0.000000024,0.000004415
7.736302936,READY,waiting_for_consecutive_valid_measurements,0.004010751,1,0.000000000,-0.000000022,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000022,0.000000010,0.000000024,0.000004476
7.746371369,READY,waiting_for_consecutive_valid_measurements,0.003622499,1,0.000000000,-0.000000026,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000026,0.000000010,0.000000027,0.000005213
7.756423180,READY,waiting_for_consecutive_valid_measurements,0.003887270,1,0.000000000,-0.000000022,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000022,0.000000010,0.000000024,0.000004513
7.766571163,READY,waiting_for_consecutive_valid_measurements,0.004391879,1,0.000000000,-0.000000022,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000022,0.000000010,0.000000024,0.000004513
7.776709648,READY,waiting_for_consecutive_valid_measurements,0.000214904,1,0.000000000,-0.000000024,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000024,0.000000010,0.000000026,0.000004916
7.786825574,READY,waiting_for_consecutive_valid_measurements,0.000945103,1,0.000000000,-0.000000026,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000026,0.000000010,0.000000027,0.000005209
7.796718285,READY,waiting_for_consecutive_valid_measurements,0.001934137,1,0.000000000,-0.000000027,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000027,0.000000010,0.000000029,0.000005521
7.806762971,READY,waiting_for_consecutive_valid_measurements,0.002734387,1,0.000000000,-0.000000027,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000027,0.000000010,0.000000029,0.000005521
7.817002378,READY,waiting_for_consecutive_valid_measurements,0.003827904,1,0.000000000,-0.000000025,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000025,0.000000010,0.000000027,0.000005185
7.827075560,READY,waiting_for_consecutive_valid_measurements,0.000270708,1,0.000000000,-0.000000027,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000027,0.000000010,0.000000028,0.000005435
7.837155867,READY,waiting_for_consecutive_valid_measurements,0.001264491,1,0.000000000,-0.000000022,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000022,0.000000010,0.000000024,0.000004477
7.847206490,READY,waiting_for_consecutive_valid_measurements,0.002119358,1,0.000000000,-0.000000022,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000022,0.000000010,0.000000024,0.000004477
7.857329540,READY,waiting_for_consecutive_valid_measurements,0.002902986,1,0.000000000,-0.000000024,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000024,0.000000010,0.000000025,0.000004819
7.867420532,READY,waiting_for_consecutive_valid_measurements,0.004119984,1,0.000000000,-0.000000025,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000025,0.000000010,0.000000027,0.000005146
