time_s,controller_state,reason,robot_state_age_s,command_sent,measured_x_T_S_m,measured_y_T_S_m,measured_z_T_S_m,desired_x_T_S_m,desired_y_T_S_m,desired_z_T_S_m,error_x_m,error_y_m,error_z_m,position_error_m,orientation_error_deg
7.231408520,READY,waiting_for_consecutive_valid_measurements,0.000021371,0,0.000000000,-0.000000029,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000029,0.000000010,0.000000030,0.000005878
7.241472170,READY,waiting_for_consecutive_valid_measurements,0.000793124,0,0.000000000,-0.000000029,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000029,0.000000010,0.000000030,0.000005858
7.252977217,READY,waiting_for_consecutive_valid_measurements,0.003934749,0,0.000000000,-0.000000025,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000025,0.000000010,0.000000026,0.000005035
7.262836650,READY,waiting_for_consecutive_valid_measurements,0.002507602,0,0.000000000,-0.000000021,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000021,0.000000010,0.000000023,0.000004250
7.273058213,READY,waiting_for_consecutive_valid_measurements,0.002175154,0,0.000000000,-0.000000023,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000023,0.000000010,0.000000025,0.000004664
7.283024504,READY,waiting_for_consecutive_valid_measurements,0.001983997,0,0.000000000,-0.000000026,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000026,0.000000010,0.000000028,0.000005382
7.293075094,READY,waiting_for_consecutive_valid_measurements,0.001826085,0,0.000000000,-0.000000025,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000025,0.000000010,0.000000026,0.000005003
7.303245602,READY,waiting_for_consecutive_valid_measurements,0.001581499,0,0.000000000,-0.000000026,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000026,0.000000010,0.000000028,0.000005355
7.313335374,READY,waiting_for_consecutive_valid_measurements,0.000878610,0,0.000000000,-0.000000024,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000024,0.000000010,0.000000026,0.000004946
7.323285042,READY,waiting_for_consecutive_valid_measurements,0.000370441,0,0.000000000,-0.000000028,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000028,0.000000010,0.000000029,0.000005661
7.333428243,READY,waiting_for_consecutive_valid_measurements,0.002423302,0,0.000000000,-0.000000028,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000028,0.000000010,0.000000029,0.000005661
7.343478833,READY,waiting_for_consecutive_valid_measurements,0.001943628,0,0.000000000,-0.000000024,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000024,0.000000010,0.000000026,0.000004895
7.353652903,READY,waiting_for_consecutive_valid_measurements,0.002404306,0,0.000000000,-0.000000021,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000021,0.000000010,0.000000023,0.000004197
