time_s,controller_state,reason,robot_state_age_s,command_sent,measured_x_T_S_m,measured_y_T_S_m,measured_z_T_S_m,desired_x_T_S_m,desired_y_T_S_m,desired_z_T_S_m,error_x_m,error_y_m,error_z_m,position_error_m,orientation_error_deg
7.085144972,TRACKING,,0.000655396,1,0.000000000,-0.000000013,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000013,0.000000010,0.000000016,0.000002662
7.095220493,TRACKING,,0.000466613,1,0.000000000,-0.000000010,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000010,0.000000010,0.000000014,0.000002163
7.105411183,TRACKING,,0.000355006,1,0.000000000,-0.000000008,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000008,0.000000010,0.000000013,0.000001700
7.115477205,TRACKING,,0.000117544,1,0.000000000,-0.000000006,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000006,0.000000010,0.000000011,0.000001281
7.125473175,TRACKING,,0.000274268,1,0.000000000,-0.000000004,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000004,0.000000010,0.000000010,0.000000887
7.135764786,TRACKING,,0.000184033,1,0.000000000,-0.000000002,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000002,0.000000010,0.000000010,0.000000453
7.145617092,TRACKING,,0.000286142,1,0.000000000,-0.000000000,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,-0.000000000,0.000000010,0.000000010,0.000000133
7.155789972,TRACKING,,0.000358568,1,0.000000000,0.000000001,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000001,0.000000010,0.000000010,0.000000228
7.165745574,TRACKING,,0.000395374,1,0.000000000,0.000000003,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000003,0.000000010,0.000000010,0.000000493
7.175800910,TRACKING,,0.000438118,1,0.000000000,0.000000004,0.050000010,0.000000000,0.000000000,0.050000000,-0.000000000,0.000000004,0.000000010,0.000000010,0.000000738
